,product,words,words_tagging,syllables,syllables_tagging
74,큐원 베이킹파우더,"['큐원', ' ', '베이킹파우더']","['PRD_B', 'PRD_I', 'PRD_I']","['큐', '원', ' ', '베', '이', '킹', '파', '우', '더']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
75,크라운 카라멜콘땅콩,"['크라운', ' ', '카라멜콘땅콩']","['PRD_B', 'PRD_I', 'PRD_I']","['크', '라', '운', ' ', '카', '라', '멜', '콘', '땅', '콩']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
76,자연이 만든 해뜰 겉절이 김치,"['자연이', ' ', '만든', ' ', '해뜰', ' ', '겉절이', ' ', '김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['자', '연', '이', ' ', '만', '든', ' ', '해', '뜰', ' ', '겉', '절', '이', ' ', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
77,뼈가 좋아하는 고칼슘치즈,"['뼈가', ' ', '좋아하는', ' ', '고칼슘치즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['뼈', '가', ' ', '좋', '아', '하', '는', ' ', '고', '칼', '슘', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
78,삼립 토스트를 위해 태어난 식빵,"['삼립', ' ', '토스트를', ' ', '위해', ' ', '태어난', ' ', '식빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '토', '스', '트', '를', ' ', '위', '해', ' ', '태', '어', '난', ' ', '식', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
79,크라운 참쌀설병,"['크라운', ' ', '참쌀설병']","['PRD_B', 'PRD_I', 'PRD_I']","['크', '라', '운', ' ', '참', '쌀', '설', '병']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
80,삼양 핵불닭 떡볶이 용기,"['삼양', ' ', '핵불닭', ' ', '떡볶이', ' ', '용기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '양', ' ', '핵', '불', '닭', ' ', '떡', '볶', '이', ' ', '용', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
81,츄파춥스 미니,"['츄파춥스', ' ', '미니']","['PRD_B', 'PRD_I', 'PRD_I']","['츄', '파', '춥', '스', ' ', '미', '니']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
82,롯데 맘스 둥근달,"['롯데', ' ', '맘스', ' ', '둥근달']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['롯', '데', ' ', '맘', '스', ' ', '둥', '근', '달']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
83,독일 포도당정 사탕,"['독일', ' ', '포도당정', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['독', '일', ' ', '포', '도', '당', '정', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
84,피코크 후랑크 소시지,"['피코크', ' ', '후랑크', ' ', '소시지']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '후', '랑', '크', ' ', '소', '시', '지']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
85,네니아플러스 네니아우리밀흑미찐빵,"['네니아플러스', ' ', '네니아우리밀흑미찐빵']","['PRD_B', 'PRD_I', 'PRD_I']","['네', '니', '아', '플', '러', '스', ' ', '네', '니', '아', '우', '리', '밀', '흑', '미', '찐', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
86,허쉬 토피넛앤초코바,"['허쉬', ' ', '토피넛앤초코바']","['PRD_B', 'PRD_I', 'PRD_I']","['허', '쉬', ' ', '토', '피', '넛', '앤', '초', '코', '바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
87,검은콩,['검은콩'],['PRD_B'],"['검', '은', '콩']","['PRD_B', 'PRD_I', 'PRD_I']"
88,바른목장 멸균우유,"['바른목장', ' ', '멸균우유']","['PRD_B', 'PRD_I', 'PRD_I']","['바', '른', '목', '장', ' ', '멸', '균', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
89,마음심은 이종임 열무김치,"['마음심은', ' ', '이종임', ' ', '열무김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['마', '음', '심', '은', ' ', '이', '종', '임', ' ', '열', '무', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
90,매일 유기농우유,"['매일', ' ', '유기농우유']","['PRD_B', 'PRD_I', 'PRD_I']","['매', '일', ' ', '유', '기', '농', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
91,개성담백왕교자,['개성담백왕교자'],['PRD_B'],"['개', '성', '담', '백', '왕', '교', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
92,프란시아 리코타 치즈,"['프란시아', ' ', '리코타', ' ', '치즈']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['프', '란', '시', '아', ' ', '리', '코', '타', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
93,종가집 유기농 백김치,"['종가집', ' ', '유기농', ' ', '백김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['종', '가', '집', ' ', '유', '기', '농', ' ', '백', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
94,건표고버섯볶음,['건표고버섯볶음'],['PRD_B'],"['건', '표', '고', '버', '섯', '볶', '음']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
95,열무김치,['열무김치'],['PRD_B'],"['열', '무', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
96,피코크 고기 완자 전,"['피코크', ' ', '고기', ' ', '완자', ' ', '전']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '고', '기', ' ', '완', '자', ' ', '전']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
97,캬라멜 녹차,"['캬라멜', ' ', '녹차']","['PRD_B', 'PRD_I', 'PRD_I']","['캬', '라', '멜', ' ', '녹', '차']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
98,씨제이 맥스봉 청양고추 후랑크,"['씨제이', ' ', '맥스봉', ' ', '청양고추', ' ', '후랑크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '맥', '스', '봉', ' ', '청', '양', '고', '추', ' ', '후', '랑', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
99,닭다리 후라이드치킨맛,"['닭다리', ' ', '후라이드치킨맛']","['PRD_B', 'PRD_I', 'PRD_I']","['닭', '다', '리', ' ', '후', '라', '이', '드', '치', '킨', '맛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
100,식빵,['식빵'],['PRD_B'],"['식', '빵']","['PRD_B', 'PRD_I']"
101,상하목장 밀크 저지방,"['상하목장', ' ', '밀크', ' ', '저지방']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['상', '하', '목', '장', ' ', '밀', '크', ' ', '저', '지', '방']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
102,김순자 한성깍뚜기,"['김순자', ' ', '한성깍뚜기']","['PRD_B', 'PRD_I', 'PRD_I']","['김', '순', '자', ' ', '한', '성', '깍', '뚜', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
103,수제 딸기 크림치즈,"['수제', ' ', '딸기', ' ', '크림치즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['수', '제', ' ', '딸', '기', ' ', '크', '림', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
104,피코크 오리지날따봉,"['피코크', ' ', '오리지날따봉']","['PRD_B', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '오', '리', '지', '날', '따', '봉']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
105,점보 샌드위치,"['점보', ' ', '샌드위치']","['PRD_B', 'PRD_I', 'PRD_I']","['점', '보', ' ', '샌', '드', '위', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
106,쁘띠첼 치즈케이크 블루베리,"['쁘띠첼', ' ', '치즈케이크', ' ', '블루베리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['쁘', '띠', '첼', ' ', '치', '즈', '케', '이', '크', ' ', '블', '루', '베', '리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
107,피코크 젤라또 카라멜,"['피코크', ' ', '젤라또', ' ', '카라멜']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '젤', '라', '또', ' ', '카', '라', '멜']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
108,다담정통된장찌개전용,['다담정통된장찌개전용'],['PRD_B'],"['다', '담', '정', '통', '된', '장', '찌', '개', '전', '용']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
109,캬라멜 밀크,"['캬라멜', ' ', '밀크']","['PRD_B', 'PRD_I', 'PRD_I']","['캬', '라', '멜', ' ', '밀', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
110,솜사탕,['솜사탕'],['PRD_B'],"['솜', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I']"
111,콜라 아이스크림,"['콜라', ' ', '아이스크림']","['PRD_B', '-', 'PRDG_B']","['콜', '라', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
112,브레드샵 피터스 블루베리베이글,"['브레드샵', ' ', '피터스', ' ', '블루베리베이글']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['브', '레', '드', '샵', ' ', '피', '터', '스', ' ', '블', '루', '베', '리', '베', '이', '글']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
113,더김치 배추물김치,"['더김치', ' ', '배추물김치']","['PRD_B', 'PRD_I', 'PRD_I']","['더', '김', '치', ' ', '배', '추', '물', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
114,직화 불곱창,"['직화', ' ', '불곱창']","['PRD_B', 'PRD_I', 'PRD_I']","['직', '화', ' ', '불', '곱', '창']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
115,닭다리 너겟,"['닭다리', ' ', '너겟']","['PRD_B', 'PRD_I', 'PRD_I']","['닭', '다', '리', ' ', '너', '겟']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
116,본래직화 불곱창,"['본래직화', ' ', '불곱창']","['PRD_B', 'PRD_I', 'PRD_I']","['본', '래', '직', '화', ' ', '불', '곱', '창']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
117,더반찬 낙지젓,"['더반찬', ' ', '낙지젓']","['PRD_B', 'PRD_I', 'PRD_I']","['더', '반', '찬', ' ', '낙', '지', '젓']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
118,씨제이 다담 순두부찌개 양념,"['씨제이', ' ', '다담', ' ', '순두부찌개', ' ', '양념']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '다', '담', ' ', '순', '두', '부', '찌', '개', ' ', '양', '념']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
119,페이장 브르통 브리치즈,"['페이장', ' ', '브르통', ' ', '브리치즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['페', '이', '장', ' ', '브', '르', '통', ' ', '브', '리', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
120,자가비 과자,"['자가비', ' ', '과자']","['PRD_B', '-', 'PRDG_B']","['자', '가', '비', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
121,정통뉴욕 아지아고 치즈 베이글 파베이크,"['정통뉴욕', ' ', '아지아고', ' ', '치즈', ' ', '베이글', ' ', '파베이크']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_I', 'PRD_I', 'PRD_I']","['정', '통', '뉴', '욕', ' ', '아', '지', '아', '고', ' ', '치', '즈', ' ', '베', '이', '글', ' ', '파', '베', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
122,우유 200ML,"['우유', ' ', '200ML']","['PRDG_B', '-', 'PRD_B']","['우', '유', ' ', '2', '0', '0', 'M', 'L']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
123,추억의 수제 달고나 사탕,"['추억의', ' ', '수제', ' ', '달고나', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['추', '억', '의', ' ', '수', '제', ' ', '달', '고', '나', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
124,노브랜드 사과젤리,"['노브랜드', ' ', '사과젤리']","['PRD_B', 'PRD_I', 'PRD_I']","['노', '브', '랜', '드', ' ', '사', '과', '젤', '리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
125,후앙 치아바타,"['후앙', ' ', '치아바타']","['PRD_B', 'PRD_I', 'PRD_I']","['후', '앙', ' ', '치', '아', '바', '타']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
126,노브랜드 케익,"['노브랜드', ' ', '케익']","['PRD_B', 'PRD_I', 'PRD_I']","['노', '브', '랜', '드', ' ', '케', '익']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
127,훈제 닭다리,"['훈제', ' ', '닭다리']","['PRD_B', 'PRD_I', 'PRD_I']","['훈', '제', ' ', '닭', '다', '리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
128,상품 미트원 언양식소불고기세트,"['상품', ' ', '미트원', ' ', '언양식소불고기세트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['상', '품', ' ', '미', '트', '원', ' ', '언', '양', '식', '소', '불', '고', '기', '세', '트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
129,삼립 미니꿀호떡,"['삼립', ' ', '미니꿀호떡']","['PRD_B', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '미', '니', '꿀', '호', '떡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
130,퍼지락 캔디 버블껌,"['퍼지락', ' ', '캔디', ' ', '버블껌']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['퍼', '지', '락', ' ', '캔', '디', ' ', '버', '블', '껌']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
131,폭신폭신우유식빵,['폭신폭신우유식빵'],['PRD_B'],"['폭', '신', '폭', '신', '우', '유', '식', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
132,쌀 물만두,"['쌀', ' ', '물만두']","['PRD_B', 'PRD_I', 'PRD_I']","['쌀', ' ', '물', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
133,자가비허브솔트,['자가비허브솔트'],['PRD_B'],"['자', '가', '비', '허', '브', '솔', '트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
134,크라제 비프 스테이크,"['크라제', ' ', '비프', ' ', '스테이크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['크', '라', '제', ' ', '비', '프', ' ', '스', '테', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
135,끌레도르 파인트 아이스크림,"['끌레도르', ' ', '파인트', ' ', '아이스크림']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['끌', '레', '도', '르', ' ', '파', '인', '트', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
136,촉촉한 카스테라 호두과자,"['촉촉한', ' ', '카스테라', ' ', '호두과자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['촉', '촉', '한', ' ', '카', '스', '테', '라', ' ', '호', '두', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
137,불고기,['불고기'],['PRD_B'],"['불', '고', '기']","['PRD_B', 'PRD_I', 'PRD_I']"
138,삼립 냉동 정통와플 미니,"['삼립', ' ', '냉동', ' ', '정통와플', ' ', '미니']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '냉', '동', ' ', '정', '통', '와', '플', ' ', '미', '니']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
139,프리미엄 쉐이크,"['프리미엄', ' ', '쉐이크']","['PRD_B', 'PRD_I', 'PRD_I']","['프', '리', '미', '엄', ' ', '쉐', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
140,장아찌 명이나물,"['장아찌', ' ', '명이나물']","['PRD_B', 'PRD_I', 'PRD_I']","['장', '아', '찌', ' ', '명', '이', '나', '물']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
141,나래식품 웰빙오징어젓,"['나래식품', ' ', '웰빙오징어젓']","['PRD_B', 'PRD_I', 'PRD_I']","['나', '래', '식', '품', ' ', '웰', '빙', '오', '징', '어', '젓']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
142,큐원 밀크 컴파운드 버튼,"['큐원', ' ', '밀크', ' ', '컴파운드', ' ', '버튼']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['큐', '원', ' ', '밀', '크', ' ', '컴', '파', '운', '드', ' ', '버', '튼']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
143,소문난 떡붕어,"['소문난', ' ', '떡붕어']","['PRD_B', 'PRD_I', 'PRD_I']","['소', '문', '난', ' ', '떡', '붕', '어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
144,소담고기만두,['소담고기만두'],['PRD_B'],"['소', '담', '고', '기', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
145,리콜라 무설탕 사탕,"['리콜라', ' ', '무설탕', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['리', '콜', '라', ' ', '무', '설', '탕', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
146,동원 수제돈까스,"['동원', ' ', '수제돈까스']","['PRD_B', 'PRD_I', 'PRD_I']","['동', '원', ' ', '수', '제', '돈', '까', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
147,청보마을 계명대학 프리미엄 발효 낫또,"['청보마을', ' ', '계명대학', ' ', '프리미엄', ' ', '발효', ' ', '낫또']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['청', '보', '마', '을', ' ', '계', '명', '대', '학', ' ', '프', '리', '미', '엄', ' ', '발', '효', ' ', '낫', '또']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
148,아맛나 아이스크림,"['아맛나', ' ', '아이스크림']","['PRD_B', '-', 'PRDG_B']","['아', '맛', '나', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
149,쌀로별 사르르 인절미맛 과자,"['쌀로별', ' ', '사르르', ' ', '인절미맛', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['쌀', '로', '별', ' ', '사', '르', '르', ' ', '인', '절', '미', '맛', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
150,개성 왕새우만두,"['개성', ' ', '왕새우만두']","['PRD_B', 'PRD_I', 'PRD_I']","['개', '성', ' ', '왕', '새', '우', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
