product,words,words_tagging,syllables,syllables_tagging
닭가슴살 후랑크 할라피노,"['닭가슴살', ' ', '후랑크', ' ', '할라피노']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['닭', '가', '슴', '살', ' ', '후', '랑', '크', ' ', '할', '라', '피', '노']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
굽네 닭가슴살 후랑크 할라피노,"['굽네', ' ', '닭가슴살', ' ', '후랑크', ' ', '할라피노']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['굽', '네', ' ', '닭', '가', '슴', '살', ' ', '후', '랑', '크', ' ', '할', '라', '피', '노']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
겹겹이 구뭐낸 플레인 바움쿠헨 조각케익,"['겹겹이', ' ', '구뭐낸', ' ', '플레인', ' ', '바움쿠헨', ' ', '조각케익']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['겹', '겹', '이', ' ', '구', '뭐', '낸', ' ', '플', '레', '인', ' ', '바', '움', '쿠', '헨', ' ', '조', '각', '케', '익']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
진한 궁중 삼계탕,"['진한', ' ', '궁중', ' ', '삼계탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['진', '한', ' ', '궁', '중', ' ', '삼', '계', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
아이스 찰보리빵,"['아이스', ' ', '찰보리빵']","['PRD_B', 'PRD_I', 'PRD_I']","['아', '이', '스', ' ', '찰', '보', '리', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
청매실 고추장 장아찌,"['청매실', ' ', '고추장', ' ', '장아찌']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['청', '매', '실', ' ', '고', '추', '장', ' ', '장', '아', '찌']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
프랑스 프리미엄 솔티드버터캐러멜 머핀 냉동빵,"['프랑스', ' ', '프리미엄', ' ', '솔티드버터캐러멜', ' ', '머핀', ' ', '냉동빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['프', '랑', '스', ' ', '프', '리', '미', '엄', ' ', '솔', '티', '드', '버', '터', '캐', '러', '멜', ' ', '머', '핀', ' ', '냉', '동', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
과자 129G,"['과자', ' ', '129G']","['PRDG_B', '-', 'PRD_B']","['과', '자', ' ', '1', '2', '9', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
고메 야끼소바,"['고메', ' ', '야끼소바']","['PRD_B', 'PRD_I', 'PRD_I']","['고', '메', ' ', '야', '끼', '소', '바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 고메 야끼소바,"['씨제이', ' ', '고메', ' ', '야끼소바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '고', '메', ' ', '야', '끼', '소', '바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
고추장 불고기,"['고추장', ' ', '불고기']","['PRD_B', 'PRD_I', 'PRD_I']","['고', '추', '장', ' ', '불', '고', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
이엠 고추장 불고기,"['이엠', ' ', '고추장', ' ', '불고기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['이', '엠', ' ', '고', '추', '장', ' ', '불', '고', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
메추리알 장조림,"['메추리알', ' ', '장조림']","['PRD_B', 'PRD_I', 'PRD_I']","['메', '추', '리', '알', ' ', '장', '조', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
종가집 메추리알 장조림,"['종가집', ' ', '메추리알', ' ', '장조림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['종', '가', '집', ' ', '메', '추', '리', '알', ' ', '장', '조', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
크림스프,['크림스프'],['PRD_B'],"['크', '림', '스', '프']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
베누 크림스프,"['베누', ' ', '크림스프']","['PRD_B', 'PRD_I', 'PRD_I']","['베', '누', ' ', '크', '림', '스', '프']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
프랑스 프리미엄 스틱네이쳐 파베이크,"['프랑스', ' ', '프리미엄', ' ', '스틱네이쳐', ' ', '파베이크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['프', '랑', '스', ' ', '프', '리', '미', '엄', ' ', '스', '틱', '네', '이', '쳐', ' ', '파', '베', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
왕고래밥,['왕고래밥'],['PRD_B'],"['왕', '고', '래', '밥']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
오리온 왕고래밥,"['오리온', ' ', '왕고래밥']","['PRD_B', 'PRD_I', 'PRD_I']","['오', '리', '온', ' ', '왕', '고', '래', '밥']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
고기 동그랑땡,"['고기', ' ', '동그랑땡']","['PRD_B', 'PRD_I', 'PRD_I']","['고', '기', ' ', '동', '그', '랑', '땡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 고기 동그랑땡,"['피코크', ' ', '고기', ' ', '동그랑땡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '고', '기', ' ', '동', '그', '랑', '땡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
한입쏙쏙비엔나,['한입쏙쏙비엔나'],['PRD_B'],"['한', '입', '쏙', '쏙', '비', '엔', '나']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
노브랜드 한입쏙쏙비엔나,"['노브랜드', ' ', '한입쏙쏙비엔나']","['PRD_B', 'PRD_I', 'PRD_I']","['노', '브', '랜', '드', ' ', '한', '입', '쏙', '쏙', '비', '엔', '나']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
건가지튀김강정,['건가지튀김강정'],['PRD_B'],"['건', '가', '지', '튀', '김', '강', '정']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
달콤한 화이트슈,"['달콤한', ' ', '화이트슈']","['PRD_B', 'PRD_I', 'PRD_I']","['달', '콤', '한', ' ', '화', '이', '트', '슈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
삼립 달콤한 화이트슈,"['삼립', ' ', '달콤한', ' ', '화이트슈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '달', '콤', '한', ' ', '화', '이', '트', '슈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
달콤한 도라야끼,"['달콤한', ' ', '도라야끼']","['PRD_B', 'PRD_I', 'PRD_I']","['달', '콤', '한', ' ', '도', '라', '야', '끼']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
꽃멸치젓갈제주 멜젓,"['꽃멸치젓갈제주', ' ', '멜젓']","['PRD_B', 'PRD_I', 'PRD_I']","['꽃', '멸', '치', '젓', '갈', '제', '주', ' ', '멜', '젓']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
개성군만두잡채,['개성군만두잡채'],['PRD_B'],"['개', '성', '군', '만', '두', '잡', '채']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
동원 개성군만두잡채,"['동원', ' ', '개성군만두잡채']","['PRD_B', 'PRD_I', 'PRD_I']","['동', '원', ' ', '개', '성', '군', '만', '두', '잡', '채']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
시모나 꿀호떡 아이스크림,"['시모나', ' ', '꿀호떡', ' ', '아이스크림']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['시', '모', '나', ' ', '꿀', '호', '떡', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
짱구,['짱구'],['PRD_B'],"['짱', '구']","['PRD_B', 'PRD_I']"
프리미엄굴소스,['프리미엄굴소스'],['PRD_B'],"['프', '리', '미', '엄', '굴', '소', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
초록마을 프리미엄굴소스,"['초록마을', ' ', '프리미엄굴소스']","['PRD_B', 'PRD_I', 'PRD_I']","['초', '록', '마', '을', ' ', '프', '리', '미', '엄', '굴', '소', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
소시지야채볶음냉장,['소시지야채볶음냉장'],['PRD_B'],"['소', '시', '지', '야', '채', '볶', '음', '냉', '장']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
사탕 90G,"['사탕', ' ', '90G']","['PRDG_B', '-', 'PRD_B']","['사', '탕', ' ', '9', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
아이스크림 473ML,"['아이스크림', ' ', '473ML']","['PRDG_B', '-', 'PRD_B']","['아', '이', '스', '크', '림', ' ', '4', '7', '3', 'M', 'L']","['PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
포테이토 크림스프,"['포테이토', ' ', '크림스프']","['PRD_B', 'PRD_I', 'PRD_I']","['포', '테', '이', '토', ' ', '크', '림', '스', '프']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
베누 포테이토 크림스프,"['베누', ' ', '포테이토', ' ', '크림스프']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['베', '누', ' ', '포', '테', '이', '토', ' ', '크', '림', '스', '프']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
고소한 우리쌀 누룽지 과자,"['고소한', ' ', '우리쌀', ' ', '누룽지', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['고', '소', '한', ' ', '우', '리', '쌀', ' ', '누', '룽', '지', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
사과,['사과'],['PRD_B'],"['사', '과']","['PRD_B', 'PRD_I']"
썰은배추김치,['썰은배추김치'],['PRD_B'],"['썰', '은', '배', '추', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 썰은배추김치,"['씨제이', ' ', '썰은배추김치']","['PRD_B', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '썰', '은', '배', '추', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
스코 이클립스 스트로베리 사탕,"['스코', ' ', '이클립스', ' ', '스트로베리', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['스', '코', ' ', '이', '클', '립', '스', ' ', '스', '트', '로', '베', '리', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
피셔 로스티드 피넛,"['피셔', ' ', '로스티드', ' ', '피넛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '셔', ' ', '로', '스', '티', '드', ' ', '피', '넛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
멘토스 프루츠,"['멘토스', ' ', '프루츠']","['PRD_B', 'PRD_I', 'PRD_I']","['멘', '토', '스', ' ', '프', '루', '츠']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
농심 멘토스 프루츠,"['농심', ' ', '멘토스', ' ', '프루츠']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['농', '심', ' ', '멘', '토', '스', ' ', '프', '루', '츠']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
미니 소보로,"['미니', ' ', '소보로']","['PRD_B', 'PRD_I', 'PRD_I']","['미', '니', ' ', '소', '보', '로']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
통오리 한마리,"['통오리', ' ', '한마리']","['PRD_B', 'PRD_I', 'PRD_I']","['통', '오', '리', ' ', '한', '마', '리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
과자 110G,"['과자', ' ', '110G']","['PRDG_B', '-', 'PRD_B']","['과', '자', ' ', '1', '1', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
모닝하임 잡채해물완자,"['모닝하임', ' ', '잡채해물완자']","['PRD_B', 'PRD_I', 'PRD_I']","['모', '닝', '하', '임', ' ', '잡', '채', '해', '물', '완', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
비빔날치알,['비빔날치알'],['PRD_B'],"['비', '빔', '날', '치', '알']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
동광 비빔날치알,"['동광', ' ', '비빔날치알']","['PRD_B', 'PRD_I', 'PRD_I']","['동', '광', ' ', '비', '빔', '날', '치', '알']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
굿밀크 저지방 우유,"['굿밀크', ' ', '저지방', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['굿', '밀', '크', ' ', '저', '지', '방', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
건빵,['건빵'],['PRD_B'],"['건', '빵']","['PRD_B', 'PRD_I']"
노브랜드 건빵,"['노브랜드', ' ', '건빵']","['PRD_B', 'PRD_I', 'PRD_I']","['노', '브', '랜', '드', ' ', '건', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
프랑스 플레인 냉동빵,"['프랑스', ' ', '플레인', ' ', '냉동빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['프', '랑', '스', ' ', '플', '레', '인', ' ', '냉', '동', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
푹고은 육개장,"['푹고은', ' ', '육개장']","['PRD_B', 'PRD_I', 'PRD_I']","['푹', '고', '은', ' ', '육', '개', '장']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
청포도맛 사탕,"['청포도맛', ' ', '사탕']","['PRD_B', '-', 'PRDG_B']","['청', '포', '도', '맛', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
청포도 사탕,"['청포도', ' ', '사탕']","['PRD_B', '-', 'PRDG_B']","['청', '포', '도', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
크림빵,['크림빵'],['PRD_B'],"['크', '림', '빵']","['PRD_B', 'PRD_I', 'PRD_I']"
삼립 크림빵,"['삼립', ' ', '크림빵']","['PRD_B', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '크', '림', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
슬라이스치즈,['슬라이스치즈'],['PRD_B'],"['슬', '라', '이', '스', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
동원소와나무 슬라이스치즈,"['동원소와나무', ' ', '슬라이스치즈']","['PRD_B', 'PRD_I', 'PRD_I']","['동', '원', '소', '와', '나', '무', ' ', '슬', '라', '이', '스', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
플레인 저지방,"['플레인', ' ', '저지방']","['PRD_B', 'PRD_I', 'PRD_I']","['플', '레', '인', ' ', '저', '지', '방']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
리얼프렌치 크로크무슈 오리지널,"['리얼프렌치', ' ', '크로크무슈', ' ', '오리지널']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['리', '얼', '프', '렌', '치', ' ', '크', '로', '크', '무', '슈', ' ', '오', '리', '지', '널']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
캘리포니아 츄러스,"['캘리포니아', ' ', '츄러스']","['PRD_B', 'PRD_I', 'PRD_I']","['캘', '리', '포', '니', '아', ' ', '츄', '러', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
팥빙수,['팥빙수'],['PRD_B'],"['팥', '빙', '수']","['PRD_B', 'PRD_I', 'PRD_I']"
나가사키 카스텔라 그린티,"['나가사키', ' ', '카스텔라', ' ', '그린티']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['나', '가', '사', '키', ' ', '카', '스', '텔', '라', ' ', '그', '린', '티']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
호두,['호두'],['PRD_B'],"['호', '두']","['PRD_B', 'PRD_I']"
김치 4KG,"['김치', ' ', '4KG']","['PRDG_B', '-', 'PRD_B']","['김', '치', ' ', '4', 'K', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
닥터유 에너지바,"['닥터유', ' ', '에너지바']","['PRD_B', 'PRD_I', 'PRD_I']","['닥', '터', '유', ' ', '에', '너', '지', '바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
오리온 닥터유 에너지바,"['오리온', ' ', '닥터유', ' ', '에너지바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['오', '리', '온', ' ', '닥', '터', '유', ' ', '에', '너', '지', '바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
메로나 아이스크림,"['메로나', ' ', '아이스크림']","['PRD_B', '-', 'PRDG_B']","['메', '로', '나', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
아보카도 퓨레,"['아보카도', ' ', '퓨레']","['PRD_B', 'PRD_I', 'PRD_I']","['아', '보', '카', '도', ' ', '퓨', '레']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 아보카도 퓨레,"['피코크', ' ', '아보카도', ' ', '퓨레']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '아', '보', '카', '도', ' ', '퓨', '레']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
냉동 숯불왕닭꼬치,"['냉동', ' ', '숯불왕닭꼬치']","['PRD_B', 'PRD_I', 'PRD_I']","['냉', '동', ' ', '숯', '불', '왕', '닭', '꼬', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
비프 코르마,"['비프', ' ', '코르마']","['PRD_B', 'PRD_I', 'PRD_I']","['비', '프', ' ', '코', '르', '마']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
잼,['잼'],['PRD_B'],['잼'],['PRD_B']
서울식품 잼,"['서울식품', ' ', '잼']","['PRD_B', 'PRD_I', 'PRD_I']","['서', '울', '식', '품', ' ', '잼']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
팝타르트 쿠키앤크림,"['팝타르트', ' ', '쿠키앤크림']","['PRD_B', 'PRD_I', 'PRD_I']","['팝', '타', '르', '트', ' ', '쿠', '키', '앤', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
켈로그 팝타르트 쿠키앤크림,"['켈로그', ' ', '팝타르트', ' ', '쿠키앤크림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['켈', '로', '그', ' ', '팝', '타', '르', '트', ' ', '쿠', '키', '앤', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
맛있는꽁치,['맛있는꽁치'],['PRD_B'],"['맛', '있', '는', '꽁', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
페이장 치즈,"['페이장', ' ', '치즈']","['PRD_B', '-', 'PRDG_B']","['페', '이', '장', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
전라도 포기김치,"['전라도', ' ', '포기김치']","['PRD_B', 'PRD_I', 'PRD_I']","['전', '라', '도', ' ', '포', '기', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
풀무원 전라도 포기김치,"['풀무원', ' ', '전라도', ' ', '포기김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['풀', '무', '원', ' ', '전', '라', '도', ' ', '포', '기', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
